,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Company Type,Status
134,N/A,N/A,cvc,N/A,N/A,N/A,N/A,N/A,N/A,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,N/A,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,N/A,N/A,N/A,N/A,N/A,N/A,Information Technology,status
135,N/A,N/A,cvs,N/A,N/A,N/A,N/A,N/A,N/A,14.96,0.42,2.23,2.93,5.62,6.86,15.40,173.08,76100000000.0,102660000000.0,11.83,1.87,0.57,8.12,0.57,28860000000.0,8.12,N/A,5.02,18.80,4.50,2170000000.0,2.13,26760000000.0,1.10,33.64,11510000000.0,0.50,0.19,84.42,N/A,3.89,2.58,N/A,Consumer Staples,status
136,N/A,N/A,cvx,N/A,N/A,N/A,N/A,N/A,N/A,38.75,1.94,1.55,4.99,0.99,0.28,3.99,62.20,226990000000.0,264560000000.0,22.89,0.56,2.27,13.90,2.27,30630000000.0,13.90,N/A,3.08,4780000000.0,19.40,4780000000.0,2.52,42860000000.0,0.95,77.15,18090000000.0,1.23,0.05,65.96,N/A,3.82,1.17,N/A,Energy,status
137,N/A,N/A,d,N/A,N/A,N/A,N/A,N/A,N/A,24.19,4.33,3.52,17.47,33.39,3.83,14.15,19.78,53780000000.0,90560000000.0,20.74,6.46,7.29,14.54,7.29,5780000000.0,14.54,N/A,3.45,13.70,8.30,0.41,0.41,37120000000.0,0.41,23.77,4460000000.0,0.16,0.34,67.21,N/A,10.05,3.30,N/A,Utilities,status
138,N/A,N/A,dal,N/A,N/A,N/A,N/A,N/A,N/A,10.47,0.91,2.66,8.97,13.57,6.67,27.36,55.76,36970000000.0,43680000000.0,0.91,0.91,1.08,5.86,1.08,23700000000.0,5.86,N/A,4.97,6.40,5.50,2440000000.0,3.4,8810000000.0,0.43,19.55,4350000000.0,0.90,48.59,0.00,N/A,0.00,0.00,N/A,Industrials,status
139,N/A,N/A,dd,N/A,N/A,N/A,N/A,N/A,N/A,85.16,85.16,85.16,85.16,85.16,85.16,85.16,85.16,85.16,85.16,85.16,85.16,85.16,85.16,85.16,85.16,85.16,N/A,85.16,85.16,85.16,85.16,85.16,85.16,85.16,85.16,85.16,85.16,N/A,N/A,N/A,N/A,N/A,N/A,Industrials,status
140,N/A,N/A,dds,N/A,N/A,N/A,N/A,N/A,N/A,14.22,0.26,1.04,2.04,4.19,4.35,7.65,197.62,1640000000.0,2430000000.0,15.94,1.71,0.38,4.79,0.38,2250000000.0,4.79,N/A,4.04,135090000.0,1.70,135090000.0,4.66,817930000.0,1.57,55.22,452420000.0,0.96,16.40,106.28,N/A,9.85,60.00,N/A,Industrials,status
141,N/A,N/A,de,N/A,N/A,N/A,N/A,N/A,N/A,24.90,1.74,5.62,6.99,9.83,2.81,24.10,87.10,48180000000.0,79740000000.0,15.67,0.94,2.88,18.55,2.88,8400000000.0,18.55,N/A,6.02,31.30,13.30,5510000000.0,17.16,37560000000.0,2.12,26.68,3170000000.0,0.78,0.11,80.08,N/A,5.32,4.86,N/A,Industrials,status
142,N/A,N/A,dell,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Industrials,status
143,N/A,N/A,df,N/A,N/A,N/A,N/A,N/A,N/A,18.93,0.13,1.73,0.70,2.52,4.95,9.41,87.22,1050000000.0,1860000000.0,13.75,1.48,0.23,4.93,0.23,1990000000.0,4.93,N/A,0.61,47.10,4.20,31510000.0,0.35,904300000.0,1.21,6.69,211270000.0,0.03,1.52,98.59,N/A,8.2,17.59,N/A,Industrials,status
144,N/A,N/A,dfs,N/A,N/A,N/A,N/A,N/A,N/A,12.27,3.61,2.49,32.25,51.42,2.55,20.41,18.41,25840000000.0,39190000000.0,10.74,1.53,5.47,32.25,5.47,2260000000.0,32.25,N/A,5.80,11.40,1.40,12950000000.0,34.79,26450000000.0,1.53,28.52,4640000000.0,1.69,13.90,0.00,N/A,1.13,0.87,N/A,Financials,status
145,N/A,N/A,dg,N/A,N/A,N/A,N/A,N/A,N/A,19.93,1.06,4.23,0.00,8.99,22770000000.0,22770000000.0,82.44,24040000000.0,19.93,17.67,2.60,0.00,0.00,0.00,6780000000.0,0.00,N/A,4.41,214170000.0,6780000000.0,214170000.0,3080000000.0,3080000000.0,20.81,20.81,1600000000.0,0.61,0.11,104.04,N/A,4.97,8.07,N/A,Consumer Discretionary,status
146,N/A,N/A,dgx,N/A,N/A,N/A,N/A,N/A,N/A,19.99,1.78,2.87,9.28,15.68,7.33,15.95,54.99,13520000000.0,17030000000.000002,17.22,2.40,2.24,11.80,2.24,2900000000.0,11.80,N/A,4.96,1.00,1.90,2.3,2.3,3810000000.0,1.64,34.54,1100000000.0,0.89,0.43,93.58,N/A,5.9,4.76,N/A,Health Care,status
147,N/A,N/A,dhi,N/A,N/A,N/A,N/A,N/A,N/A,18.89,1.38,2.54,7.38,11.58,8.49,14.46,36.58,18910000000.0,21550000000.0,13.78,1.10,1.58,13.12,1.58,3050000000.0,13.12,N/A,2.67,15.70,16.80,460800000.0,1.23,2930000000.0,7.22,19.87,338600000.0,1.05,8.94,86.81,N/A,0.00,0.00,N/A,Consumer Discretionary,status
148,N/A,N/A,dhr,N/A,N/A,N/A,N/A,N/A,N/A,29.95,3.74,2.65,12.63,17.05,3.82,8.81,25.13,65260000000.00001,76040000000.0,21.62,2.78,4.36,18.26,4.36,9330000000.0,18.26,N/A,3.13,15.10,6.30,726400000.0,1.05,11590000000.0,1.49,35.40,3040000000.0,0.98,11.87,78.59,N/A,1.21,0.55,N/A,Health Care,status
149,N/A,N/A,dis,N/A,N/A,N/A,N/A,N/A,N/A,18.67,2.86,3.96,16.22,25.33,9.57,19.94,35.01,158960000000.0,180290000000.0,16.07,2.53,3.25,10.72,3.25,24830000000.0,10.72,N/A,5.64,8.90,0.30,4340000000.0,2.81,22190000000.0,1.00,26.58,12430000000.0,1.32,4.41,63.46,N/A,2.08,1.00,N/A,Consumer Discretionary,status
150,N/A,N/A,disca,N/A,N/A,N/A,N/A,N/A,N/A,10.32,1.64,2.01,16.88,32.80,8.48,20.00,14.80,10810000000.0,18970000000.0,8.65,0.88,2.88,7.64,2.88,4070000000.0000005,7.64,N/A,1.88,8.30,2.20,0.67,0.67,8260000000.0,1.89,9.69,1430000000.0,1.66,1.31,123.83,N/A,7.25,121.97,N/A,Consumer Discretionary,status
151,N/A,N/A,dks,N/A,N/A,N/A,N/A,N/A,N/A,10.37,0.38,1.61,3.74,6.10,7.53,16.51,75.30,3100000000.0,3280000000.0,11.84,1.35,0.40,4.37,0.40,2370000000.0,4.37,N/A,2.79,22.90,9.60,131620000.0,1.2,191810000.0,1.51,17.92,772850000.0,0.04,3.33,96.81,N/A,4.83,11.57,N/A,Consumer Discretionary,status
152,N/A,N/A,dlph,N/A,N/A,N/A,N/A,N/A,N/A,21.91,1.62,9.54,7.51,13.94,11.85,44.59,63.06,27520000000.0,30510000000.0,14.40,1.24,1.79,9.97,1.79,3580000000.0,9.97,N/A,4.72,43.00,2.70,2.97,2.97,4070000000.0000005,1.40,10.85,1990000000.0,1.64,0.36,97.22,N/A,1.78,1.18,N/A,Consumer Discretionary,status
153,N/A,N/A,dltr,N/A,N/A,N/A,N/A,N/A,N/A,26.35,1.15,4.16,4.37,8.21,6.83,17.31,89.78,24420000000.0,29400000000.0,19.40,1.57,1.39,12.46,1.39,6390000000.0,12.46,N/A,3.91,37.40,5.70,697300000.0,2.94,5760000000.0,1.83,24.75,1670000000.0,0.52,2.76,91.32,N/A,2.41,2.50,N/A,Consumer Discretionary,status
154,N/A,N/A,dlx,N/A,N/A,N/A,N/A,N/A,N/A,14.84,1.75,3.53,12.00,20.11,11.90,26.00,39.54,3340000000.0,4040000000.0,12.68,1.80,2.11,8.92,2.11,1180000000.0,8.92,N/A,4.67,2.00,7.70,34780000.0,0.72,720450000.0,0.87,19.63,342620000.0,0.84,1.35,97.14,N/A,18.64,10.76,N/A,Consumer Discretionary,status
155,N/A,N/A,dnb,N/A,N/A,N/A,N/A,N/A,N/A,41.80,2.64,3.40,6.36,23.34,11.34,1720000000.0,46.60,4540000000.0,5840000000.0,16.63,2.78,3.40,13.65,3.40,1700000000.0,13.65,N/A,2.94,139.90,1.70,400200000.0,10.83,1700000000.0,0.90,25.18,318300000.0,1.34,0.37,94.36,N/A,1.01,1.53,N/A,Consumer Discretionary,status
156,N/A,N/A,dnr,N/A,N/A,N/A,N/A,N/A,N/A,13.64,0.72,1.45,35.92,16.19,2.24,54.28,2.68,749540000.0,3880000000.0,13.64,0.26,3.73,10.10,3.73,545630000.0,10.10,N/A,0.96,3510000.0,1.60,3510000.0,0.01,3140000000.0,0.56,1.32,233490000.0,4.50,1.64,83.89,N/A,10.94,25.76,N/A,Consumer Discretionary,status
157,N/A,N/A,do,N/A,N/A,N/A,N/A,N/A,N/A,13.56,1.55,0.60,11.45,20.86,3.04,4.57,10.79,2290000000.0,4019999999.9999995,111.20,1.01,2.72,6.09,2.72,1540000000.0,6.09,N/A,1.23,160970000.0,9.70,160970000.0,1.17,1980000000.0,3.69,27.63,517970000.0,1.39,0.13,118.70,N/A,7.99,42.50,N/A,Consumer Discretionary,status
158,N/A,N/A,dov,N/A,N/A,N/A,N/A,N/A,N/A,24.22,2.07,3.70,8.60,11.53,5.45,16.12,46.90,15090000000.0,18160000000.0,21.29,1.51,2.49,14.91,2.49,2470000000.0,14.91,N/A,4.00,38.70,18.20,301590000.0,1.94,3530000000.0,1.25,26.15,754640000.0,1.21,0.98,89.27,N/A,2.41,2.71,N/A,Industrials,status
159,N/A,N/A,dow,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Industrials,status
160,N/A,N/A,dps,N/A,N/A,N/A,N/A,N/A,N/A,21.65,2.48,7.63,11.73,20.73,9.09,35.84,35.74,16300000000.0,20670000000.0,18.57,2.79,3.15,13.12,3.15,3860000000.0,13.12,N/A,4.17,27.70,6.00,1.61,1.61,4710000000.0,0.98,11.83,767500000.0,0.44,0.33,95.43,N/A,5.61,4.19,N/A,Consumer Staples,status
161,N/A,N/A,dri,N/A,N/A,N/A,N/A,N/A,N/A,22.02,1.42,5.11,6.60,9.63,9.28,25.53,59.43,10520000000.0,11310000000.0,17.43,1.64,1.53,11.59,1.53,1570000000.0,11.59,N/A,3.86,8.00,12.90,146800000.0,1.19,936600000.0,0.38,16.65,908600000.0,0.11,0.18,94.87,N/A,4.87,7.15,N/A,Consumer Discretionary,status
162,N/A,N/A,dsw,N/A,N/A,N/A,N/A,N/A,N/A,13.87,0.60,1.71,4.41,6.81,8.05,12.65,34.00,1660000000.0,1390000000.0,13.70,4.49,0.51,5.15,0.51,771830000.0,5.15,N/A,1.49,14.20,3.30,271370000.0,3.38,2.97,2.97,12.11,196400000.0,0.88,11.35,101.41,N/A,6.03,16.48,N/A,Consumer Discretionary,status
163,N/A,N/A,dte,N/A,N/A,N/A,N/A,N/A,N/A,19.84,1.74,2.27,8.79,14.35,3.48,11.08,66.44,20670000000.0,32799999999.999996,20.28,4.26,2.76,13.15,2.76,2800000000.0,13.15,N/A,5.81,16.40,26.20,0.35,0.35,12190000000.0,0.96,50.66,1990000000.0,0.03,0.49,70.82,N/A,5.12,2.70,N/A,Utilities,status
164,N/A,N/A,dtv,N/A,N/A,N/A,N/A,N/A,N/A,58.42,58.42,58.42,58.42,58.42,58.42,58.42,58.42,58.42,58.42,58.42,58.42,58.42,58.42,58.42,58.42,58.42,N/A,58.42,58.42,58.42,58.42,58.42,58.42,58.42,58.42,58.42,58.42,N/A,N/A,N/A,N/A,N/A,N/A,Utilities,status
165,N/A,N/A,duk,N/A,N/A,N/A,N/A,N/A,N/A,26.28,2.69,1.50,10.19,28.05,3.14,6.86,33.12,62110000000.0,114810000000.0,18.37,6.06,4.98,11.00,4.98,9770000000.0,11.00,N/A,3.38,34.80,6.60,0.43,0.43,128.35,0.62,58.98,6330000000.0,0.01,0.06,60.49,N/A,4.62,1.77,N/A,Utilities,status
166,N/A,N/A,dva,N/A,N/A,N/A,N/A,N/A,N/A,9.31,0.75,2.30,8.68,11.31,5.58,24.02,76.88,11200000000.0,19840000000.0,17.12,1.42,1.32,8.10,1.32,4099999999.9999995,8.10,N/A,6.57,137.90,4.40,923430000.0,4.83,9090000000.0,1.45,26.59,2029999999.9999998,1.03,1.92,87.93,N/A,4.52,3.77,N/A,Health Care,status
167,N/A,N/A,dvn,N/A,N/A,N/A,N/A,N/A,N/A,8.79,1.69,2.96,19.17,15.68,4.38,23.28,23.28,20410000000.0,28500000000.0,17.50,4.12,2.36,8.17,2.36,10620000000.0,8.17,N/A,4.42,2370000000.0,19.40,2370000000.0,4.51,10620000000.0,1.61,13.12,2880000000.0,2.65,4.83,78.90,N/A,1.66,1.99,N/A,Energy,status
168,N/A,N/A,ea,N/A,N/A,N/A,N/A,N/A,N/A,28.39,6.50,7.30,23.31,28.31,12.71,28.55,16.47,32650000000.0,29350000000.0,21.29,1.69,5.84,18.63,5.84,3550000000.0,18.63,N/A,3.73,46.40,14.00,4470000000.0,14.48,22.09,3.01,14.52,1680000000.0,0.57,0.57,96.27,N/A,2.35,2.19,N/A,Information Technology,status
169,N/A,N/A,ebay,N/A,N/A,N/A,N/A,N/A,N/A,5.28,4.02,3.29,80.93,24.07,5.80,82.87,8.34,36770000000.0,39250000000.0,15.86,1.91,4.29,13.61,4.29,6970000000.0,13.61,N/A,6.67,93.80,4.40,9020000000.0,8.43,11470000000.0,2.37,10.70,2700000000.0,1.76,5.96,88.03,N/A,1.8,1.88,N/A,Information Technology,status
170,N/A,N/A,ecl,N/A,N/A,N/A,N/A,N/A,N/A,30.84,2.92,5.64,9.66,15.14,6.70,19.13,45.94,38970000000.0,46450000000.0,25.45,2.36,3.48,16.08,3.48,6250000000.0,16.08,N/A,4.37,14.80,4.40,260700000.0,0.9,7680000000.0,1.05,23.91,1920000000.0,1.05,0.48,89.66,N/A,4.94,1.61,N/A,Materials,status
171,N/A,N/A,ecyt,N/A,N/A,N/A,N/A,N/A,N/A,5.63,502.15,1.88,0.00,669.42,0.00,0.00,0.00,245150000.0,5.63,5.63,502.15,0.00,0.00,0.00,38730000.0,0.00,N/A,1.01,103080000.0,38730000.0,103080000.0,2.72,2.72,2.72,2.72,35960000.0,2.56,8.72,44.50,N/A,2.55,2.89,N/A,Materials,status
172,N/A,N/A,ed,N/A,N/A,N/A,N/A,N/A,N/A,21.49,2.30,1.88,10.56,20.91,3.25,8.90,39.34,27540000000.0,42780000000.0,20.85,6.74,3.57,11.30,3.57,5720000000.0,11.30,N/A,4.13,24.60,5.80,2.67,2.67,16379999999.999998,0.76,47.35,3400000000.0,0.15,0.18,58.46,N/A,7.22,3.64,N/A,Utilities,status
173,N/A,N/A,efx,N/A,N/A,N/A,N/A,N/A,N/A,23.92,4.12,4.50,17.44,28.32,8.51,20.57,27.49,13560000000.0,15990000000.0,19.01,2.04,4.85,13.10,4.85,2029999999.9999998,13.10,N/A,4.72,26.40,5.60,403900000.0,3.36,2830000000.0,0.75,25.09,826400000.0,0.91,0.66,97.87,N/A,3.57,1.64,N/A,Industrials,status
174,N/A,N/A,eix,N/A,N/A,N/A,N/A,N/A,N/A,19.10,2.18,2.17,11.51,18.44,2.68,9.63,37.05,26310000000.0,40150000000.0,18.87,3.26,3.32,9.79,3.32,4470000000.0,9.79,N/A,4.23,0.70,6.80,0.3,0.3,12810000000.0,0.55,37.28,3260000000.0,0.11,0.18,83.90,N/A,2.53,1.36,N/A,Utilities,status
175,N/A,N/A,el,N/A,N/A,N/A,N/A,N/A,N/A,37.24,3.89,10.48,10.56,15.96,11.35,31.44,32.21,45940000000.0,47430000000.0,26.95,2.61,4.01,20.17,4.01,9390000000.0,20.17,N/A,3.35,143.60,9.40,1740000000.0,4.74,3570000000.0,1.76,11.91,1800000000.0,0.66,1.87,91.24,N/A,3.85,4.03,N/A,Consumer Staples,status
176,N/A,N/A,emc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Consumer Staples,status
177,N/A,N/A,emn,N/A,N/A,N/A,N/A,N/A,N/A,14.76,1.44,2.77,9.98,17.06,6.22,19.78,62.88,13220000000.0,20040000000.0,11.29,1.49,2.18,9.32,2.18,2350000000.0,9.32,N/A,6.23,14.50,5.30,1.54,1.54,6880000000.0,2.04,33.23,1320000000.0,1.25,0.41,87.50,N/A,2.67,2.38,N/A,Materials,status
178,N/A,N/A,emr,N/A,N/A,N/A,N/A,N/A,N/A,28.87,2.81,5.20,9.84,18.16,8.08,20.77,22.96,41520000000.0,43510000000.0,19.84,2.58,2.95,13.66,2.95,6400000000.0,13.66,N/A,2.24,13.80,9.90,3140000000.0,4.91,5160000000.0,1.59,12.45,2020000000.0,1.28,0.61,71.07,N/A,0.00,0.00,N/A,Industrials,status
179,N/A,N/A,eog,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Energy,status
180,N/A,N/A,eqr,N/A,N/A,N/A,N/A,N/A,N/A,29.77,10.45,2.38,33.99,34.94,2.53,7.66,6.64,25370000000.0,33570000000.0,48.21,15.47,13.82,21.42,13.82,1620000000.0,21.42,N/A,2.23,10.40,2.90,42450000.0,0.12,8960000000.0,0.26,27.92,1190000000.0,0.49,2.19,96.33,N/A,3.59,1.80,N/A,Real Estate,status
181,N/A,N/A,eqt,N/A,N/A,N/A,N/A,N/A,N/A,127.50,6.42,1.70,0.21,23.24,2.34,3.59,14.25,15800000000.0,13040000000.0,33.28,4.23,5.30,8.55,5.30,1240000000.0,8.55,N/A,0.03,572340000.0,77.90,572340000.0,3.3,3290000000.0,0.74,34.97,1380000000.0,0.61,1.01,109.36,N/A,4.23,14.44,N/A,Energy,status
182,N/A,N/A,esrx,N/A,N/A,N/A,N/A,N/A,N/A,11.18,0.36,2.36,3.50,5.31,6.57,22.62,166.07,36480000000.0,48940000000.0,8.43,0.79,0.49,6.84,0.49,8620000000.0,6.84,N/A,5.76,11.30,0.50,2350000000.0,4.07,14990000000.0,0.69,27.26,5810000000.0,0.97,0.32,90.77,N/A,9.82,5.05,N/A,Health Care,status
183,N/A,N/A,esv,N/A,N/A,N/A,N/A,N/A,N/A,36.38,1.29,0.22,2.68,14.92,1.35,0.62,6.60,2550000000.0,4530000000.0,7.19,0.11,2.29,6.32,2.29,1480000000.0,6.32,N/A,0.16,1850000000.0,49.70,1850000000.0,6.09,4740000000.0,5.03,26.93,401900000.0,1.87,58.45,0.00,N/A,2.9,24.42,N/A,Health Care,status
184,N/A,N/A,etfc,N/A,N/A,N/A,N/A,N/A,N/A,22.85,5.69,2.14,26.09,43.76,1.12,9.69,8.42,13180000000.0,13980000000.0,18.88,1.26,6.04,26.09,6.04,2089999999.9999998,26.09,N/A,2.14,45.10,32.80,2740000000.0,9.94,3460000000.0,1.40,22.83,1460000000.0,1.35,0.51,98.05,N/A,1.27,1.38,N/A,Financials,status
185,N/A,N/A,etn,N/A,N/A,N/A,N/A,N/A,N/A,17.81,1.72,2.22,0.00,11.78,20060000000.0,20060000000.0,44.87,34560000000.0,17.81,15.06,1.41,0.00,0.00,0.00,6350000000.0,0.00,N/A,4.36,1640000000.0,6350000000.0,1640000000.0,8780000000.0,8780000000.0,34.96,34.96,2410000000.0,1.37,0.32,78.87,N/A,4.01,1.76,N/A,Industrials,status
186,N/A,N/A,etr,N/A,N/A,N/A,N/A,N/A,N/A,16.80,1.40,1.83,8.09,16.40,2.45,9.53,61.26,15420000000.0,31130000000.0,16.80,2.33,2.84,8.75,2.84,4310000000.0,8.75,N/A,4.96,27.70,6.30,934490000.0,5.21,16290000000.0,0.85,46.63,2570000000.0,0.49,0.35,86.52,N/A,3.08,2.10,N/A,Utilities,status
187,N/A,N/A,ew,N/A,N/A,N/A,N/A,N/A,N/A,35.31,7.62,8.36,22.16,29.95,13.17,26.47,15.24,24630000000.0,24470000000.0,28.05,1.93,7.57,23.40,7.57,2170000000.0,23.40,N/A,3.30,47.00,10.90,1130000000.0,5.36,1020000000.0,4.06,13.93,395650000.0,0.65,3.94,0.00,N/A,1.54,0.79,N/A,Health Care,status
188,N/A,N/A,exc,N/A,N/A,N/A,N/A,N/A,N/A,22.12,1.21,1.46,5.32,12.36,2.24,6.43,35.84,40190000000.0,75840000000.0,14.52,56.21,2.28,7.99,2.28,8670000000.0,7.99,N/A,1.89,70.00,10.30,0.56,0.56,36330000000.0,0.88,28.69,6790000000.0,0.23,0.19,78.55,N/A,0.00,0.00,N/A,Utilities,status
189,N/A,N/A,expd,N/A,N/A,N/A,N/A,N/A,N/A,27.91,1.78,5.86,6.54,10.18,14.26,22.42,35.61,11460000000.0,10590000000.0,24.80,3.89,1.65,15.10,1.65,2160000000.0,15.10,N/A,2.31,6.20,13.40,1110000000.0,6.17,2.47,2.47,11.00,464860000.0,0.69,0.95,98.37,N/A,10.94,7.14,N/A,Industrials,status
190,N/A,N/A,expe,N/A,N/A,N/A,N/A,N/A,N/A,57.74,1.98,4.41,3.49,7.10,2.37,6.01,62.69,18710000000.0,18050000000.0,22.76,1.58,1.91,15.10,1.91,7180000000.0,15.10,N/A,2.12,79.10,17.80,3780000000.0,24.94,3220000000.0,0.69,27.85,2200000000.0,0.96,12.26,93.49,N/A,9.38,11.82,N/A,Consumer Discretionary,status
191,N/A,N/A,expr,N/A,N/A,N/A,N/A,N/A,N/A,44.09,0.37,1.27,0.85,2.69,3.11,2.95,27.14,779100000.0,693080000.0,17.79,1.85,0.32,4.67,0.32,663200000.0,4.67,N/A,0.23,173310000.0,5.20,173310000.0,2.2,67500000.0,1.69,7.98,150760000.0,0.92,1.75,103.52,N/A,2.45,14.34,N/A,Consumer Discretionary,status
192,N/A,N/A,f,N/A,N/A,N/A,N/A,N/A,N/A,13.24,0.33,1.55,2.48,2.03,0.80,12.02,38.64,49970000000.0,167540000000.0,7.96,0.83,1.09,11.98,1.09,16309999999.999998,11.98,N/A,0.95,3.70,0.90,28430000000.0,7.16,146010000000.0,1.20,8.12,17850000000.0,1.36,23.80,7.61,N/A,0.03,0.03,N/A,Consumer Discretionary,status
193,N/A,N/A,fast,N/A,N/A,N/A,N/A,N/A,N/A,27.83,3.53,7.40,12.73,20.23,19.08,27.50,14.72,15300000000.0,15300000000.0,24.38,2.60,3.60,15.55,3.60,1960000000.0,15.55,N/A,1.88,12.80,11.80,133400000.0,0.46,21.71,5.36,7.05,419250000.0,0.80,0.27,87.79,N/A,5.76,9.84,N/A,Industrials,status
194,N/A,N/A,fb,N/A,N/A,N/A,N/A,N/A,N/A,39.19,15.34,7.64,39.66,46.66,14.93,22.51,11.50,508810000000.0,479110000000.0,26.41,1.05,14.44,26.49,14.44,23850000000.0,26.49,N/A,4.47,70.60,44.80,35450000000.0,12.21,12.31,12.31,22.92,19380000000.0,0.62,1.75,72.97,N/A,0.97,0.87,N/A,Industrials,status
195,N/A,N/A,fcx,N/A,N/A,N/A,N/A,N/A,N/A,19.90,1.33,3.06,6.57,18.46,4.51,11.40,10.84,20430000000.0,34900000000.0,8.71,0.17,2.28,6.72,2.28,2750000000.0,6.72,N/A,0.71,4700000000.0,11.30,4700000000.0,3.25,15350000000.0,2.11,4.61,3940000000.0,3.31,0.41,69.83,N/A,2.8,3.91,N/A,Materials,status
196,N/A,N/A,fdo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Materials,status
197,N/A,N/A,fdx,N/A,N/A,N/A,N/A,N/A,N/A,21.76,1.02,3.72,4.72,8.60,6.91,18.71,228.50,61900000000.0,73550000000.0,15.25,1.57,1.21,8.91,1.21,38300000000.0,8.91,N/A,10.61,16.60,4.30,3500000000.0,13.06,15160000000.0,1.63,61.97,4550000000.0,1.56,7.60,77.20,N/A,0.00,0.00,N/A,Industrials,status
198,N/A,N/A,fe,N/A,N/A,N/A,N/A,N/A,N/A,13.34,1.09,2.37,36.62,17.75,3.22,56.83,31.58,15020000000.0,37670000000.0,13.34,1.56,2.74,9.51,2.74,9080000000.0,9.51,N/A,11.57,0.26,2.80,0.26,0.26,22820000000.0,0.59,14.22,3380000000.0,0.04,39.54,0.00,N/A,2.7,2.88,N/A,Utilities,status
199,N/A,N/A,ffiv,N/A,N/A,N/A,N/A,N/A,N/A,22.04,4.00,7.00,18.96,27.83,15.47,32.94,32.04,8310000000.000001,7420000000.0,14.22,3.24,3.57,11.82,3.57,1740000000.0,11.82,N/A,6.02,6.40,4.30,1010000000.0,15.96,1.59,1.59,18.96,731290000.0,0.94,0.31,97.94,N/A,4.61,6.69,N/A,Information Technology,status
200,N/A,N/A,fhn,N/A,N/A,N/A,N/A,N/A,N/A,17.73,3.61,1.87,21.08,31.78,0.98,10.06,5.52,4650000000.0,5040000000.0,15.28,1.70,3.91,21.08,3.91,265450000.0,21.08,N/A,1.12,6.40,2.10,3240000000.0,13.84,3630000000.0,10.64,10.64,1.13,1.13,1.37,92.46,N/A,6.68,7.91,N/A,Information Technology,status
201,N/A,N/A,fis,N/A,N/A,N/A,N/A,N/A,N/A,46.99,3.35,3.15,7.08,18.25,4.16,7.05,28.51,31300000000.0,40280000000.0,19.25,1.72,4.31,16.12,4.31,3010000000.0,16.12,N/A,2.00,9.10,1.60,2.37,2.37,9710000000.0,1.49,29.79,1630000000.0,0.86,0.80,89.84,N/A,1.55,0.73,N/A,Information Technology,status
202,N/A,N/A,fisv,N/A,N/A,N/A,N/A,N/A,N/A,31.92,4.86,11.50,16.04,26.31,9.57,35.64,25.94,27180000000.0,31530000000.0,22.76,2.10,5.64,18.03,5.64,2550000000.0,18.03,N/A,4.09,4.20,1.70,1.42,1.42,4740000000.0,0.96,11.34,1440000000.0,0.81,0.33,91.83,N/A,3.8,1.44,N/A,Information Technology,status
